9444156;São João de Ver
9444172;Cavaco
9444198;Sanfins
9444206;Vila da Feira
9444222;Escapães
9444248;Arrifana
9444255;São João da Madeira
9444271;Faria
9444297;Couto de Cucujães
9444313;Santiago de Riba-Ul
9444339;Oliveira de Azeméis
9444362;Ul
9444396;Travanca-Macinhata
9444412;Figueiredo
9444446;Pinheiro da Bemposta
9444461;Branca
9444495;Albergaria-a-Nova
9444537;Urgueiras
9444552;Albergaria-a-Velha
9445047;Mala
9445062;Silva - Feiteira
9445088;Enxofães
9445104;Murtede
9445112;Cordinha
9445153;Cantanhede
9445203;Limede - Cadima
9445229;Casal
9445245;Arazede
9445278;Bebedouro
9445310;Liceia
9445351;Santana - Ferreira
9445393;Costeira
9445435;Alhadas
9445443;Maiorca
9446045;Quinta do Valongo - Vacariça
9446060;Pego
9446094;Luso Buçaco
9446136;Trezói
9446185;Soito
9446219;Monte dos Lobos
9446243;Mortágua
9446367;Santa Comba Dão
9446409;Castelejo
9446441;Papízios
9446482;Carregal do Sal
9446524;Oliveirinha Cabanas
9446540;Fiais da Telha
9446581;Lapa do Lobo
9446599;Canas Felgueiras
9446623;Urgueiriça
9446656;Folhadal
9446672;Nelas
9446763;Moimenta Alcafache
9448009;Mangualde
9448066;Contenças
9448124;Abrunhosa
9448165;Gouveia
9448249;Fornos de Algodres
9448298;Muxagata
9448330;Vila Boa Mondego
9448405;Celorico da Beira
9448454;Baraçal
9448488;Maçal do Chão
9448546;Vila Franca das Naves
9448561;Cerejo
9448595;Pinhel
9448652;Trajinha
9448728;Sobral
9449007;Guarda
9449049;Gata
9449072;Vila Garcia
9449114;Vila Fernando
9449163;Rochoso
9449205;Cerdeira
9449239;Miuzela
9449270;Noémi
9449312;Castelo Mendo
9449338;Malhada Sorda
9449387;Freineda
9449411;Aldeia
9449460;Vilar Formoso
9451045;Barquinha
9451086;Tancos
9451102;Almourol
9451128;Praia do Ribatejo
9451185;Santa Margarida
9451243;Tramagal
9452001;Abrantes
9452068;Alferrarede
9452167;Mouriscas-A
9452209;Alvega-Ortiga
9452241;Barragem de Belver
9452282;Belver
9452415;Barca da Amieira -Envendos
9452571;Fratel
9452647;Ródão
9452738;Tojeirinha
9452803;Sarnadas
9452845;Retaxo
9452878;Benquerenças
9453009;Castelo Branco
9453140;Alcains
9453215;Lardosa
9453264;Soalheira
9453314;Castelo Novo
9453355;Alpedrinha
9453397;Vale de Prazeres
9453462;Fatela-Penamacor
9453504;Alcaide
9453520;Donas
9453546;Fundão
9453629;Alcaria
9453678;Tortosendo
9454007;Covilhã
9454148;Caria
9454197;Belmonte-Manteigas
9454262;Maçainhas
9454338;Benespera
9454429;Sabugal
9455293;Ponte de Sôr
9455327;Fazenda
9456002;Torre das Vargens
9456101;Chança
9456176;Mata
9457000;Portalegre
9457117;Assumar
9457174;Arronches
9457315;Santa Eulália-A
9457497;Elvas
9458131;Cunheira
9458271;Vale do Peso-A
9458305;Vale do Peso
9458503;Castelo de Vide
9458651;Marvão-Beirã
9459006;Lisboa Rossio
9460004;Campolide
9460038;Santa Cruz/Damaia
9460046;Benfica
9460087;Amadora
9460095;Reboleira
9460103;Queluz-Belas
9460111;Monte Abraão
9460137;Massamá-Barcarena
9461002;Agualva-Cacém
9461044;Rio de Mouro
9461051;Mercês
9461069;Algueirão-Mem Martins
9461093;Portela de Sintra
9461101;Sintra
9462042;Mira Sintra - Meleças
9462067;Telhal
9462091;Sabugo
9462133;Pedra Furada
9462166;Mafra
9462190;Alcainça-Moinhos
9462224;Malveira
9462257;Jerumelo
9462299;Sapataria
9462315;Pero Negro
9462331;Zibreira
9462364;Feliteira
9462380;Dois Portos
9462422;Runa
9462471;Torres Vedras
9462547;Ramalhal
9462612;Outeiro
9462661;Camarão
9462703;Bombarral
9462745;Paúl
9462786;São Mamede
9462802;Dagorda - Peniche
9462836;Óbidos
9463008;Caldas da Rainha
9463040;Campo-Serra
9463081;Bouro
9463107;Salir do Porto
9463131;São Martinho do Porto
9463180;Famalicão da Nazaré
9463214;Cela
9463263;Valado
9463313;Fanhais
9463354;Pataias
9463404;Martingança
9463461;Marinha Grande
9463560;Leiria
9463610;Regueira de Pontes
9463685;Monte Real
9463735;Monte Redondo
9463800;Guia
9463834;Carriço
9463875;Louriçal
9463925;Ribeira de Seiça
9463958;Telhada
9463974;Bicanho
9464006;Amieira
9464022;Bifurcação de Lares
9464055;Lares
9464089;Fontela
9464097;Fontela-A
9464113;Figueira da Foz
9465029;Montemor
9465052;Marujal
9465086;Verride
9465128;Reveles
9466019;Marvila
9466027;Chelas
9466035;Roma - Areeiro
9466050;Entrecampos
9466068;Entrecampos - Poente
9466076;Sete Rios
9467025;Alcântara-Terra
9467033;Campolide-A
9468007;Pinhal Novo
9468049;Venda do Alcaide
9468098;Palmela - A
9468122;Setúbal
9468130;Praça do Quebedo
9468155;Setúbal-Mar
9468171;Cachofarra
9469005;Cais do Sodré
9469013;Santos
9469039;Alcântara-Mar
9469054;Belém
9469088;Algés
9469104;Cruz Quebrada
9469120;Caxias
9469146;Paço de Arcos
9469161;Santo Amaro
9469179;Oeiras
9469187;Carcavelos
9469203;Parede
9469229;São Pedro do Estoril
9469237;São João do Estoril
9469245;Estoril
9469252;Monte Estoril
9469260;Cascais
9471001;Poceirão
9471050;Fernando Pó
9471126;Pegões
9471159;São João das Craveiras
9471225;Bombel
9472009;Vendas Novas
9472199;Torre da Gadanha
9473007;Faro
9473031;Bom João
9473106;Olhão
9473197;Fuseta-A
9473205;Fuseta
9473239;Livramento
9473262;Luz
9473320;Tavira
9473338;Porta Nova
9473379;Conceição
9473452;Cacela
9473486;Aroeira
9473502;Castro Marim
9473544;Monte Gordo
9473569;Vila Real de Stº António
9474005;Casa Branca
9474120;Alcáçovas
9474203;Viana
9474278;Vila Nova da Baronia
9474351;Alvito
9474476;Cuba
9475002;Beja
9475085;Penedo Gordo
9475176;Santa Vitória-Ervidel
9476000;Castro Verde-Almodóvar
9476158;Ourique
9476216;Panóias
9477008;Funcheira
9477032;Garvão
9477099;Amoreiras-Odemira
9477263;Luzianes
9477388;Santa Clara-Sabóia
9477461;Pereiras
9477594;São Marcos
9477735;Messines-Alte
9478006;Tunes
9478063;Albufeira - Ferreiras
9478105;Patã
9478147;Boliqueime
9478196;Vale de Judeu
9478238;Loulé
9478253;Almancil
9478295;Parque das Cidades
9480044;Morgado
9480077;Muge
9480127;Marinhais
9480283;Agolada
9480325;Coruche
9480358;Quinta Grande
9480408;Salgueirinha
9480465;São Torcato
9480515;Lavre
9480580;Canha
9480655;Vidigal
9482214;Monte das Flores
9483006;Évora
9483022;Comenda (A)
9483063;Garraia (A)
9483113;Sousa da Sé (A)
9483204;Azaruja (Ad)
9483253;Vale Pereiro (A)
9483337;VIMIEIRO
9483378;Aranha (A)
9483410;Évora Monte (A)
9483535;AMEIXIAL
9486009;ESTREMOZ
9486074;Silveirona (A)
9486132;Cardiais (A)
9486199;SOUSEL
9486306;Sto.Amaro-Veiros(A)
9486355;Fronteira (A)
9486462;Coutos (A)
9486504;Cabeço de Vide (A)
9486587;Rib. do Freixo (A)
9490050;Algoz
9490092;Alcantarilha
9490134;Poço Barreto
9490183;Silves
9490241;Estômbar-Lagoa
9490274;Ferragudo
9490290;Portimão
9490381;Mexilhoeira Grande
9490431;Meia Praia
9490464;Lagos
9491009;Praias-Sado
9491033;Vale da Rosa
9491041;Mourisca-Sado
9491058;Praias-Sado-A
9492007;Águas de Moura
9492130;Pinheiro
9492205;Monte Novo-Palma
9492338;Alcácer do Sal
9492437;Vale de Guizo
9492478;Somincor
9492577;Grândola
9492650;Canal-Caveira
9492775;Azinheira dos Barros
9492809;Lousal
9493005;Ermidas - Sado
9493096;Alvalade
9494227;São Bartolomeu da Serra
9495000;Barreiro
9495026;Barreiro-A
9495042;Lavradio
9495059;Baixa da Banheira
9495075;Alhos Vedros
9495109;Moita
9495125;Penteado
